parcel_id,observed_conversion_5yr,synthetic_conversion_probability,conversion_type
P0000999,0,0.0006,none
P0001000,0,0.0695,none
P0001001,0,0.0971,none
P0001002,0,0.0012,none
P0001003,0,0.0169,none
P0001004,0,0.0031,none
P0001005,0,0.0595,none
P0001006,0,0.1201,none
P0001007,0,0.0038,none
P0001008,0,0.0062,none
P0001009,0,0.0046,none
P0001010,0,0.021,none
P0001011,0,0.0335,none
P0001012,1,0.3689,data_center
P0001013,0,0.0234,none
P0001014,0,0.0207,none
P0001015,1,0.0719,solar
P0001016,0,0.0461,none
P0001017,0,0.0222,none
P0001018,0,0.0006,none
P0001019,0,0.0092,none
P0001020,0,0.0117,none
P0001021,0,0.0066,none
P0001022,0,0.0137,none
P0001023,0,0.0249,none
P0001024,0,0.13,none
P0001025,0,0.0116,none
P0001026,0,0.0163,none
P0001027,1,0.0607,solar
P0001028,0,0.0788,none
P0001029,0,0.0242,none
P0001030,0,0.0224,none
P0001031,0,0.0007,none
P0001032,0,0.014,none
P0001033,0,0.0043,none
P0001034,0,0.0013,none
P0001035,0,0.014,none
P0001036,0,0.016,none
P0001037,0,0.009,none
P0001038,0,0.0391,none
P0001039,1,0.0521,solar
P0001040,0,0.0229,none
P0001041,0,0.0018,none
P0001042,0,0.0065,none
P0001043,0,0.0092,none
P0001044,0,0.0384,none
P0001045,0,0.0378,none
P0001046,0,0.0002,none
P0001047,0,0.024,none
P0001048,0,0.0088,none
P0001049,0,0.0266,none
P0001050,0,0.0185,none
P0001051,0,0.0029,none
P0001052,0,0.1052,none
P0001053,0,0.0546,none
P0001054,0,0.0114,none
P0001055,0,0.0049,none
P0001056,0,0.0084,none
P0001057,0,0.0563,none
P0001058,0,0.0185,none
P0001059,0,0.0126,none
P0001060,0,0.0272,none
P0001061,0,0.0064,none
P0001062,0,0.0093,none
P0001063,0,0.0018,none
P0001064,0,0.0036,none
P0001065,1,0.0084,solar
P0001066,0,0.0037,none
P0001067,0,0.0031,none
P0001068,0,0.009,none
P0001069,0,0.0569,none
P0001070,0,0.0341,none
P0001071,0,0.0015,none
P0001072,0,0.0252,none
P0001073,0,0.0297,none
P0001074,0,0.0092,none
P0001075,0,0.0117,none
P0001076,0,0.0192,none
P0001077,0,0.0072,none
P0001078,0,0.0047,none
P0001079,1,0.0258,data_center
P0001080,0,0.0035,none
P0001081,0,0.01,none
P0001082,0,0.0025,none
P0001083,0,0.0516,none
P0001084,0,0.0278,none
P0001085,0,0.0496,none
P0001086,0,0.015,none
P0001087,0,0.0141,none
P0001088,0,0.0008,none
P0001089,0,0.0674,none
P0001090,0,0.0113,none
P0001091,0,0.0161,none
P0001092,0,0.0405,none
P0001093,0,0.0147,none
P0001094,0,0.0016,none
P0001095,0,0.0051,none
P0001096,0,0.0003,none
P0001097,0,0.0066,none
P0001098,0,0.0136,none
P0001099,0,0.0401,none
P0001100,0,0.0086,none
P0001101,0,0.0029,none
P0001102,0,0.0282,none
P0001103,0,0.0132,none
P0001104,0,0.0139,none
P0001105,0,0.0153,none
P0001106,1,0.6928,data_center
P0001107,0,0.0478,none
P0001108,0,0.1556,none
P0001109,0,0.0247,none
P0001110,0,0.0248,none
P0001111,0,0.057,none
P0001112,0,0.0094,none
P0001113,0,0.006,none
P0001114,0,0.0211,none
P0001115,0,0.0193,none
P0001116,0,0.0144,none
P0001117,0,0.03,none
P0001118,0,0.0023,none
P0001119,0,0.003,none
P0001120,0,0.008,none
P0001121,0,0.0195,none
P0001122,0,0.0032,none
P0001123,1,0.777,solar
P0001124,0,0.0769,none
P0001125,0,0.0154,none
P0001126,0,0.0019,none
P0001127,0,0.0757,none
P0001128,0,0.0515,none
P0001129,0,0.0042,none
P0001130,0,0.2164,none
P0001131,0,0.0285,none
P0001132,0,0.003,none
P0001133,0,0.006,none
P0001134,0,0.0127,none
P0001135,0,0.0026,none
P0001136,0,0.0026,none
P0001137,0,0.2947,none
P0001138,0,0.0227,none
P0001139,0,0.0006,none
P0001140,0,0.0016,none
P0001141,0,0.0307,none
P0001142,0,0.0032,none
P0001143,0,0.0213,none
P0001144,0,0.0018,none
P0001145,1,0.0514,data_center
P0001146,0,0.0177,none
P0001147,0,0.0069,none
P0001148,0,0.0026,none
P0001149,0,0.0131,none
P0001150,0,0.0207,none
P0001151,0,0.0019,none
P0001152,0,0.002,none
P0001153,0,0.0022,none
P0001154,0,0.003,none
P0001155,0,0.0529,none
P0001156,1,0.6722,solar
P0001157,0,0.0219,none
P0001158,0,0.0471,none
P0001159,0,0.0295,none
P0001160,0,0.0206,none
P0001161,0,0.0461,none
P0001162,0,0.0012,none
P0001163,0,0.0111,none
P0001164,0,0.0524,none
P0001165,0,0.0144,none
P0001166,0,0.0341,none
P0001167,0,0.0802,none
P0001168,0,0.0078,none
P0001169,0,0.0623,none
P0001170,0,0.0184,none
P0001171,0,0.0054,none
P0001172,0,0.0342,none
P0001173,0,0.0066,none
P0001174,0,0.0047,none
P0001175,0,0.0186,none
P0001176,0,0.1764,none
P0001177,0,0.003,none
P0001178,0,0.0064,none
P0001179,0,0.0155,none
P0001180,0,0.0343,none
P0001181,0,0.1569,none
P0001182,0,0.0117,none
P0001183,0,0.0105,none
P0001184,0,0.1453,none
P0001185,0,0.0094,none
P0001186,0,0.0206,none
P0001187,0,0.0281,none
P0001188,0,0.0167,none
P0001189,0,0.0239,none
P0001190,0,0.0083,none
P0001191,0,0.0002,none
P0001192,0,0.0001,none
P0001193,0,0.0244,none
P0001194,0,0.013,none
P0001195,0,0.0042,none
P0001196,0,0.0145,none
P0001197,0,0.0037,none
P0001198,0,0.0184,none
P0001199,0,0.0104,none
P0001200,0,0.0023,none
P0001201,0,0.0331,none
P0001202,0,0.0054,none
P0001203,0,0.0052,none
P0001204,0,0.0015,none
P0001205,0,0.0037,none
P0001206,0,0.0078,none
P0001207,0,0.0045,none
P0001208,0,0.052,none
P0001209,0,0.0003,none
P0001210,0,0.0123,none
P0001211,0,0.0114,none
P0001212,0,0.003,none
P0001213,0,0.0099,none
P0001214,1,0.0081,industrial
P0001215,0,0.0091,none
P0001216,0,0.0052,none
P0001217,0,0.0005,none
P0001218,0,0.0264,none
P0001219,0,0.0138,none
P0001220,0,0.0025,none
P0001221,0,0.0259,none
P0001222,0,0.0297,none
P0001223,0,0.0147,none
P0001224,0,0.0092,none
P0001225,0,0.0143,none
P0001226,0,0.0477,none
P0001227,0,0.0102,none
P0001228,0,0.0048,none
P0001229,0,0.0065,none
P0001230,0,0.0055,none
P0001231,0,0.0327,none
P0001232,0,0.0319,none
P0001233,0,0.0116,none
P0001234,0,0.0104,none
P0001235,0,0.0057,none
P0001236,0,0.0105,none
P0001237,0,0.0093,none
P0001238,0,0.0273,none
P0001239,0,0.0258,none
P0001240,0,0.0066,none
P0001241,0,0.0336,none
P0001242,0,0.008,none
P0001243,0,0.0075,none
P0001244,0,0.0257,none
P0001245,0,0.0092,none
P0001246,0,0.0356,none
P0001247,0,0.0081,none
P0001248,0,0.0076,none
P0001249,0,0.0021,none
P0001250,0,0.0035,none
P0001251,0,0.0116,none
P0001252,0,0.0022,none
P0001253,0,0.0758,none
P0001254,0,0.001,none
P0001255,0,0.002,none
P0001256,0,0.0094,none
P0001257,0,0.0041,none
P0001258,0,0.0155,none
P0001259,0,0.0099,none
P0001260,0,0.0102,none
P0001261,0,0.0113,none
P0001262,0,0.0134,none
P0001263,0,0.0117,none
P0001264,0,0.0243,none
P0001265,0,0.0102,none
P0001266,0,0.0095,none
P0001267,0,0.0209,none
P0001268,0,0.0063,none
P0001269,0,0.0208,none
P0001270,0,0.0758,none
P0001271,0,0.0348,none
P0001272,0,0.0108,none
P0001273,0,0.0044,none
P0001274,0,0.009,none
P0001275,0,0.0044,none
P0001276,0,0.0375,none
P0001277,0,0.0314,none
P0001278,0,0.0052,none
P0001279,0,0.0013,none
P0001280,0,0.0093,none
P0001281,0,0.0101,none
P0001282,0,0.0045,none
P0001283,0,0.0066,none
P0001284,0,0.0011,none
P0001285,0,0.0024,none
P0001286,0,0.0066,none
P0001287,0,0.0071,none
P0001288,0,0.0092,none
P0001289,0,0.0061,none
P0001290,0,0.0101,none
P0001291,0,0.006,none
P0001292,0,0.0848,none
P0001293,0,0.0277,none
P0001294,0,0.0012,none
P0001295,0,0.0155,none
P0001296,0,0.0476,none
P0001297,0,0.0159,none
P0001298,0,0.0272,none
P0001299,0,0.0077,none
P0001300,0,0.004,none
P0001301,0,0.0012,none
P0001302,0,0.0275,none
P0001303,0,0.0101,none
P0001304,0,0.0058,none
P0001305,0,0.0094,none
P0001306,0,0.0163,none
P0001307,0,0.0047,none
P0001308,0,0.0148,none
P0001309,0,0.3534,none
P0001310,0,0.0241,none
P0001311,0,0.0055,none
P0001312,0,0.0541,none
P0001313,0,0.029,none
P0001314,0,0.0072,none
P0001315,0,0.0246,none
P0001316,0,0.0089,none
P0001317,0,0.0049,none
P0001318,0,0.0034,none
P0001319,0,0.0112,none
P0001320,0,0.0177,none
P0001321,0,0.0005,none
P0001322,0,0.0109,none
P0001323,0,0.0066,none
P0001324,0,0.0429,none
P0001325,0,0.0131,none
P0001326,0,0.0022,none
P0001327,0,0.0093,none
P0001328,0,0.0041,none
P0001329,0,0.0111,none
P0001330,1,0.0251,data_center
P0001331,0,0.005,none
P0001332,0,0.0136,none
P0001333,0,0.057,none
P0001334,0,0.0087,none
P0001335,0,0.0025,none
P0001336,0,0.0026,none
P0001337,0,0.017,none
P0001338,0,0.0018,none
P0001339,0,0.001,none
P0001340,0,0.0216,none
P0001341,0,0.0429,none
P0001342,0,0.0079,none
P0001343,0,0.0181,none
P0001344,0,0.0064,none
P0001345,0,0.005,none
P0001346,0,0.0018,none
P0001347,0,0.0062,none
P0001348,0,0.0038,none
P0001349,1,0.0915,data_center
P0001350,0,0.0056,none
P0001351,0,0.0107,none
P0001352,0,0.0029,none
P0001353,0,0.0059,none
P0001354,0,0.1092,none
P0001355,0,0.0195,none
P0001356,0,0.0219,none
P0001357,0,0.0127,none
P0001358,0,0.0239,none
P0001359,0,0.0171,none
P0001360,0,0.0153,none
P0001361,0,0.0033,none
P0001362,0,0.0426,none
P0001363,1,0.0664,industrial
P0001364,0,0.0146,none
P0001365,0,0.0153,none
P0001366,0,0.0118,none
P0001367,0,0.0122,none
P0001368,0,0.0108,none
P0001369,0,0.0163,none
P0001370,0,0.0001,none
P0001371,0,0.003,none
P0001372,0,0.0023,none
P0001373,0,0.0007,none
P0001374,0,0.1536,none
P0001375,0,0.0031,none
P0001376,0,0.0048,none
P0001377,0,0.0045,none
P0001378,0,0.0289,none
P0001379,0,0.0032,none
P0001380,0,0.004,none
P0001381,0,0.0152,none
P0001382,0,0.4805,none
P0001383,0,0.0242,none
P0001384,0,0.4525,none
P0001385,0,0.0055,none
P0001386,0,0.0087,none
P0001387,0,0.0066,none
P0001388,0,0.0032,none
P0001389,0,0.0333,none
P0001390,0,0.0107,none
P0001391,0,0.0147,none
P0001392,0,0.0111,none
P0001393,0,0.3881,none
P0001394,1,0.0385,solar
P0001395,0,0.0403,none
P0001396,0,0.0078,none
P0001397,0,0.0135,none
P0001398,0,0.0008,none
P0001399,0,0.0016,none
P0001400,0,0.002,none
P0001401,0,0.0221,none
P0001402,0,0.0129,none
P0001403,0,0.0015,none
P0001404,0,0.0083,none
P0001405,0,0.0025,none
P0001406,0,0.0006,none
P0001407,0,0.0083,none
P0001408,0,0.0039,none
P0001409,0,0.0351,none
P0001410,0,0.0013,none
P0001411,0,0.0124,none
P0001412,0,0.0167,none
P0001413,0,0.0034,none
P0001414,0,0.0022,none
P0001415,0,0.0041,none
P0001416,0,0.0064,none
P0001417,0,0.0025,none
P0001418,0,0.0184,none
P0001419,0,0.0035,none
P0001420,0,0.0044,none
P0001421,0,0.0103,none
P0001422,0,0.0113,none
P0001423,0,0.0007,none
P0001424,0,0.0298,none
P0001425,0,0.0336,none
P0001426,0,0.0078,none
P0001427,0,0.0015,none
P0001428,0,0.0032,none
P0001429,0,0.0127,none
P0001430,0,0.0108,none
P0001431,0,0.0072,none
P0001432,0,0.0053,none
P0001433,0,0.023,none
P0001434,0,0.0257,none
P0001435,0,0.0024,none
P0001436,1,0.024,solar
P0001437,0,0.0289,none
P0001438,0,0.0127,none
P0001439,0,0.0184,none
P0001440,0,0.0027,none
P0001441,1,0.0208,industrial
P0001442,0,0.0075,none
P0001443,0,0.0338,none
P0001444,0,0.002,none
P0001445,0,0.5901,none
P0001446,0,0.0123,none
P0001447,0,0.0024,none
P0001448,0,0.0028,none
P0001449,0,0.0116,none
P0001450,0,0.017,none
P0001451,0,0.0158,none
P0001452,0,0.0033,none
P0001453,0,0.0132,none
P0001454,0,0.0006,none
P0001455,0,0.0037,none
P0001456,0,0.0074,none
P0001457,0,0.0038,none
P0001458,0,0.0141,none
P0001459,0,0.0363,none
P0001460,0,0.0413,none
P0001461,0,0.0047,none
P0001462,0,0.0041,none
P0001463,0,0.0036,none
P0001464,0,0.0282,none
P0001465,0,0.0076,none
P0001466,0,0.0107,none
P0001467,0,0.0367,none
P0001468,0,0.0001,none
P0001469,0,0.0171,none
P0001470,0,0.0353,none
P0001471,0,0.0045,none
P0001472,0,0.0147,none
P0001473,0,0.11,none
P0001474,0,0.2684,none
P0001475,0,0.0033,none
P0001476,0,0.009,none
P0001477,0,0.0141,none
P0001478,0,0.0137,none
P0001479,0,0.0025,none
P0001480,0,0.0043,none
P0001481,0,0.0075,none
P0001482,0,0.0164,none
P0001483,0,0.016,none
P0001484,0,0.0259,none
P0001485,0,0.0037,none
P0001486,0,0.0072,none
P0001487,0,0.0538,none
P0001488,0,0.0241,none
P0001489,0,0.0113,none
P0001490,0,0.228,none
P0001491,0,0.0123,none
P0001492,0,0.0179,none
P0001493,0,0.0085,none
P0001494,0,0.0072,none
P0001495,0,0.0115,none
P0001496,0,0.0034,none
P0001497,0,0.0069,none
P0001498,0,0.0371,none
P0001499,0,0.0145,none
P0001500,0,0.0095,none
P0001501,0,0.0019,none
P0001502,0,0.0004,none
P0001503,0,0.0157,none
P0001504,0,0.0208,none
P0001505,0,0.0207,none
P0001506,0,0.0131,none
P0001507,0,0.0097,none
P0001508,0,0.0005,none
P0001509,0,0.0256,none
P0001510,0,0.0197,none
P0001511,0,0.0027,none
P0001512,0,0.0011,none
P0001513,0,0.01,none
P0001514,0,0.0144,none
P0001515,0,0.0375,none
P0001516,0,0.005,none
P0001517,0,0.117,none
P0001518,0,0.015,none
P0001519,0,0.024,none
P0001520,0,0.2068,none
P0001521,0,0.0073,none
P0001522,0,0.0169,none
P0001523,0,0.0221,none
P0001524,0,0.0025,none
P0001525,0,0.0323,none
P0001526,0,0.0049,none
P0001527,0,0.0133,none
P0001528,0,0.018,none
P0001529,0,0.0041,none
P0001530,0,0.0008,none
P0001531,0,0.0029,none
P0001532,0,0.0065,none
P0001533,0,0.0107,none
P0001534,0,0.0103,none
P0001535,0,0.083,none
P0001536,0,0.0241,none
P0001537,0,0.0318,none
P0001538,0,0.0208,none
P0001539,0,0.0094,none
P0001540,0,0.0132,none
P0001541,0,0.0241,none
P0001542,0,0.0019,none
P0001543,0,0.1069,none
P0001544,0,0.021,none
P0001545,0,0.0137,none
P0001546,0,0.0044,none
P0001547,0,0.0035,none
P0001548,0,0.0156,none
P0001549,0,0.0289,none
P0001550,0,0.0037,none
P0001551,0,0.0224,none
P0001552,0,0.0101,none
P0001553,0,0.0054,none
P0001554,0,0.0583,none
P0001555,0,0.0111,none
P0001556,0,0.0297,none
P0001557,0,0.0064,none
P0001558,0,0.0324,none
P0001559,0,0.1479,none
P0001560,0,0.0038,none
P0001561,0,0.0037,none
P0001562,0,0.0053,none
P0001563,0,0.0003,none
P0001564,1,0.0113,solar
P0001565,1,0.2077,data_center
P0001566,0,0.0017,none
P0001567,0,0.0172,none
P0001568,0,0.0014,none
P0001569,0,0.0153,none
P0001570,0,0.0328,none
P0001571,0,0.0031,none
P0001572,0,0.0066,none
P0001573,0,0.0059,none
P0001574,0,0.0049,none
P0001575,0,0.005,none
P0001576,0,0.0074,none
P0001577,0,0.0151,none
P0001578,0,0.0526,none
P0001579,0,0.0395,none
P0001580,0,0.0013,none
P0001581,0,0.0222,none
P0001582,0,0.0242,none
P0001583,0,0.0035,none
P0001584,0,0.0024,none
P0001585,0,0.0083,none
P0001586,0,0.0417,none
P0001587,0,0.039,none
P0001588,0,0.0114,none
P0001589,1,0.0294,industrial
P0001590,0,0.0184,none
P0001591,0,0.0777,none
P0001592,0,0.0029,none
P0001593,0,0.0055,none
P0001594,0,0.0041,none
P0001595,0,0.0356,none
P0001596,0,0.0006,none
P0001597,0,0.0008,none
P0001598,0,0.0133,none
P0001599,0,0.0155,none
P0001600,0,0.0093,none
P0001601,0,0.0035,none
P0001602,0,0.0134,none
P0001603,0,0.0047,none
P0001604,0,0.3657,none
P0001605,0,0.0316,none
P0001606,0,0.0153,none
P0001607,0,0.0056,none
P0001608,0,0.0607,none
P0001609,0,0.0494,none
P0001610,0,0.0079,none
P0001611,0,0.0229,none
P0001612,0,0.0101,none
P0001613,0,0.0015,none
P0001614,0,0.017,none
P0001615,0,0.032,none
P0001616,0,0.0092,none
P0001617,0,0.0057,none
P0001618,0,0.0285,none
P0001619,0,0.0098,none
P0001620,0,0.0091,none
P0001621,0,0.0005,none
P0001622,0,0.0137,none
P0001623,0,0.0255,none
P0001624,0,0.0016,none
P0001625,0,0.0357,none
P0001626,0,0.0034,none
P0001627,0,0.0284,none
P0001628,0,0.0029,none
P0001629,0,0.0035,none
P0001630,0,0.0005,none
P0001631,0,0.0044,none
P0001632,0,0.0303,none
P0001633,0,0.0271,none
P0001634,0,0.0191,none
P0001635,0,0.0165,none
P0001636,0,0.0063,none
P0001637,0,0.003,none
P0001638,0,0.0093,none
P0001639,0,0.0424,none
P0001640,0,0.0078,none
P0001641,0,0.0254,none
P0001642,0,0.0013,none
P0001643,0,0.0056,none
P0001644,0,0.0048,none
P0001645,0,0.0073,none
P0001646,0,0.007,none
P0001647,0,0.0126,none
P0001648,0,0.0013,none
P0001649,0,0.0042,none
P0001650,0,0.0032,none
P0001651,0,0.0147,none
P0001652,0,0.0044,none
P0001653,0,0.001,none
P0001654,0,0.0055,none
P0001655,0,0.0058,none
P0001656,0,0.0056,none
P0001657,0,0.003,none
P0001658,0,0.0101,none
P0001659,0,0.0129,none
P0001660,0,0.0071,none
P0001661,0,0.0229,none
P0001662,0,0.0347,none
P0001663,0,0.0095,none
P0001664,0,0.0036,none
P0001665,0,0.018,none
P0001666,0,0.0067,none
P0001667,0,0.0093,none
P0001668,0,0.007,none
P0001669,0,0.0172,none
P0001670,0,0.0023,none
P0001671,0,0.0181,none
P0001672,0,0.0202,none
P0001673,1,0.3028,data_center
P0001674,0,0.0063,none
P0001675,0,0.0086,none
P0001676,0,0.0112,none
P0001677,0,0.0404,none
P0001678,0,0.0792,none
P0001679,0,0.0093,none
P0001680,0,0.026,none
P0001681,0,0.0081,none
P0001682,0,0.0056,none
P0001683,1,0.0431,industrial
P0001684,0,0.0097,none
P0001685,1,0.022,data_center
P0001686,0,0.0299,none
P0001687,0,0.0058,none
P0001688,0,0.0067,none
P0001689,0,0.0045,none
P0001690,0,0.0058,none
P0001691,0,0.0011,none
P0001692,0,0.0203,none
P0001693,0,0.0341,none
P0001694,0,0.0273,none
P0001695,0,0.0127,none
P0001696,0,0.0104,none
P0001697,0,0.0397,none
P0001698,0,0.0405,none
P0001699,0,0.0125,none
P0001700,0,0.008,none
P0001701,0,0.0136,none
P0001702,0,0.0065,none
P0001703,0,0.0008,none
P0001704,0,0.0029,none
P0001705,0,0.0107,none
P0001706,0,0.0052,none
P0001707,0,0.0058,none
P0001708,0,0.0069,none
P0001709,0,0.0023,none
P0001710,0,0.0047,none
P0001711,0,0.0036,none
P0001712,0,0.016,none
P0001713,0,0.0029,none
P0001714,1,0.106,industrial
P0001715,0,0.0262,none
P0001716,0,0.0025,none
P0001717,0,0.0039,none
P0001718,0,0.0027,none
P0001719,0,0.0887,none
P0001720,0,0.0093,none
P0001721,0,0.0509,none
P0001722,0,0.0051,none
P0001723,0,0.0083,none
P0001724,0,0.0071,none
P0001725,0,0.0165,none
P0001726,0,0.0203,none
P0001727,0,0.0086,none
P0001728,0,0.0075,none
P0001729,0,0.0033,none
P0001730,0,0.0009,none
P0001731,0,0.0058,none
P0001732,0,0.0269,none
P0001733,0,0.0275,none
P0001734,0,0.0026,none
P0001735,0,0.0047,none
P0001736,0,0.0077,none
P0001737,0,0.0159,none
P0001738,0,0.0083,none
P0001739,0,0.0029,none
P0001740,0,0.2466,none
P0001741,0,0.0026,none
P0001742,0,0.0337,none
P0001743,0,0.0101,none
P0001744,0,0.0047,none
P0001745,0,0.0012,none
P0001746,0,0.0053,none
P0001747,0,0.0183,none
P0001748,0,0.0311,none
P0001749,0,0.0027,none
P0001750,0,0.015,none
P0001751,0,0.0042,none
P0001752,0,0.0026,none
P0001753,0,0.0554,none
P0001754,0,0.0055,none
P0001755,0,0.0149,none
P0001756,0,0.0534,none
P0001757,0,0.0274,none
P0001758,0,0.0026,none
P0001759,0,0.0314,none
P0001760,0,0.0103,none
P0001761,0,0.0751,none
P0001762,0,0.0116,none
P0001763,0,0.0066,none
P0001764,0,0.0064,none
P0001765,0,0.019,none
P0001766,0,0.1359,none
P0001767,0,0.0124,none
P0001768,0,0.1118,none
P0001769,0,0.0098,none
P0001770,0,0.0015,none
P0001771,0,0.0296,none
P0001772,0,0.0017,none
P0001773,0,0.0182,none
P0001774,0,0.0081,none
P0001775,0,0.0099,none
P0001776,0,0.0006,none
P0001777,0,0.0207,none
P0001778,0,0.0051,none
P0001779,0,0.0041,none
P0001780,0,0.0069,none
P0001781,0,0.021,none
P0001782,0,0.0046,none
P0001783,0,0.0019,none
P0001784,0,0.0088,none
P0001785,0,0.01,none
P0001786,0,0.0113,none
P0001787,0,0.0159,none
P0001788,0,0.0195,none
P0001789,0,0.0093,none
P0001790,0,0.0024,none
P0001791,0,0.0101,none
P0001792,0,0.0109,none
P0001793,0,0.0068,none
P0001794,0,0.0059,none
P0001795,0,0.0082,none
P0001796,0,0.0126,none
P0001797,0,0.0049,none
P0001798,0,0.0076,none
P0001799,0,0.0082,none
P0001800,0,0.0035,none
P0001801,0,0.0084,none
P0001802,0,0.0705,none
P0001803,0,0.0019,none
P0001804,0,0.0109,none
P0001805,0,0.031,none
P0001806,0,0.0067,none
P0001807,0,0.0048,none
P0001808,0,0.0035,none
P0001809,0,0.0145,none
P0001810,0,0.0298,none
P0001811,0,0.0148,none
P0001812,0,0.003,none
P0001813,0,0.0025,none
P0001814,0,0.0072,none
P0001815,0,0.0151,none
P0001816,0,0.0052,none
P0001817,0,0.0013,none
P0001818,0,0.0234,none
P0001819,0,0.0122,none
P0001820,0,0.0281,none
P0001821,0,0.0064,none
P0001822,0,0.0072,none
P0001823,0,0.0037,none
P0001824,0,0.0074,none
P0001825,0,0.0751,none
P0001826,0,0.0196,none
P0001827,0,0.0203,none
P0001828,0,0.0156,none
P0001829,0,0.0051,none
P0001830,0,0.0105,none
P0001831,0,0.0101,none
P0001832,0,0.017,none
P0001833,0,0.0082,none
P0001834,0,0.0179,none
P0001835,0,0.0097,none
P0001836,0,0.009,none
P0001837,0,0.166,none
P0001838,0,0.0093,none
P0001839,0,0.0139,none
P0001840,0,0.0206,none
P0001841,0,0.0344,none
P0001842,0,0.0146,none
P0001843,0,0.0091,none
P0001844,0,0.0094,none
P0001845,0,0.0016,none
P0001846,0,0.0464,none
P0001847,0,0.0026,none
P0001848,0,0.0296,none
P0001849,0,0.0209,none
P0001850,0,0.0075,none
P0001851,0,0.0118,none
P0001852,0,0.0276,none
P0001853,0,0.0223,none
P0001854,0,0.0236,none
P0001855,0,0.0136,none
P0001856,0,0.0059,none
P0001857,0,0.0087,none
P0001858,0,0.0143,none
P0001859,0,0.0238,none
P0001860,0,0.0034,none
P0001861,0,0.0196,none
P0001862,0,0.0659,none
P0001863,0,0.0055,none
P0001864,0,0.0948,none
P0001865,1,0.0621,data_center
P0001866,0,0.0211,none
P0001867,0,0.058,none
P0001868,0,0.0071,none
P0001869,0,0.0238,none
P0001870,0,0.0085,none
P0001871,0,0.0114,none
P0001872,0,0.0052,none
P0001873,0,0.0085,none
P0001874,0,0.0037,none
P0001875,0,0.005,none
P0001876,0,0.0054,none
P0001877,0,0.005,none
P0001878,0,0.003,none
P0001879,0,0.0038,none
P0001880,0,0.0111,none
P0001881,0,0.1182,none
P0001882,1,0.047,data_center
P0001883,0,0.003,none
P0001884,0,0.0058,none
P0001885,0,0.0055,none
P0001886,0,0.0419,none
P0001887,0,0.0749,none
P0001888,0,0.0053,none
P0001889,0,0.0049,none
P0001890,0,0.016,none
P0001891,0,0.0027,none
P0001892,0,0.006,none
P0001893,1,0.0135,data_center
P0001894,0,0.3125,none
P0001895,0,0.0138,none
P0001896,0,0.0205,none
P0001897,0,0.0052,none
P0001898,0,0.0021,none
P0001899,0,0.0071,none
P0001900,0,0.0092,none
P0001901,0,0.0088,none
P0001902,0,0.0016,none
P0001903,1,0.0174,solar
P0001904,0,0.0023,none
P0001905,0,0.0121,none
P0001906,0,0.0184,none
P0001907,0,0.0093,none
P0001908,0,0.0061,none
P0001909,0,0.0242,none
P0001910,0,0.0151,none
P0001911,0,0.0141,none
P0001912,1,0.0224,solar
P0001913,0,0.0138,none
P0001914,0,0.0075,none
P0001915,0,0.0097,none
P0001916,0,0.0112,none
P0001917,0,0.0031,none
P0001918,0,0.0126,none
P0001919,0,0.0339,none
P0001920,0,0.0102,none
P0001921,0,0.0057,none
P0001922,0,0.0052,none
P0001923,0,0.0024,none
P0001924,0,0.0083,none
P0001925,0,0.0358,none
P0001926,0,0.0095,none
P0001927,0,0.002,none
P0001928,0,0.0025,none
P0001929,0,0.0006,none
P0001930,0,0.0039,none
P0001931,0,0.0079,none
P0001932,0,0.0026,none
P0001933,0,0.0028,none
P0001934,0,0.0048,none
P0001935,0,0.0053,none
P0001936,0,0.0039,none
P0001937,0,0.0093,none
P0001938,0,0.0037,none
P0001939,0,0.0065,none
P0001940,0,0.1807,none
P0001941,0,0.0124,none
P0001942,0,0.0166,none
P0001943,0,0.0025,none
P0001944,0,0.0091,none
P0001945,0,0.0133,none
P0001946,0,0.0077,none
P0001947,0,0.0091,none
P0001948,0,0.0045,none
P0001949,0,0.0077,none
P0001950,0,0.0058,none
P0001951,0,0.0072,none
P0001952,0,0.0026,none
P0001953,0,0.009,none
P0001954,0,0.005,none
P0001955,0,0.0075,none
P0001956,0,0.0057,none
P0001957,0,0.0163,none
P0001958,0,0.0127,none
P0001959,0,0.0062,none
P0001960,0,0.0139,none
P0001961,0,0.0402,none
P0001962,0,0.0156,none
P0001963,0,0.1236,none
P0001964,1,0.0251,data_center
P0001965,0,0.0246,none
P0001966,0,0.0063,none
P0001967,0,0.0087,none
P0001968,0,0.0114,none
P0001969,0,0.035,none
P0001970,0,0.0106,none
P0001971,0,0.0164,none
P0001972,0,0.0047,none
P0001973,0,0.0127,none
P0001974,0,0.0209,none
P0001975,0,0.003,none
P0001976,0,0.0163,none
P0001977,0,0.1582,none
P0001978,0,0.0033,none
P0001979,0,0.0086,none
P0001980,0,0.0068,none
P0001981,0,0.0056,none
P0001982,0,0.003,none
P0001983,0,0.0086,none
P0001984,0,0.0035,none
P0001985,0,0.0068,none
P0001986,0,0.0017,none
P0001987,0,0.068,none
P0001988,0,0.0127,none
P0001989,0,0.0008,none
P0001990,0,0.0221,none
P0001991,0,0.0524,none
P0001992,0,0.0024,none
P0001993,0,0.0099,none
P0001994,0,0.0428,none
P0001995,0,0.0042,none
P0001996,0,0.0022,none
P0001997,0,0.0052,none
P0001998,0,0.0052,none
