transaction_id,parcel_id,sale_date,sale_price,price_per_acre,sale_type
T00000807,P0000434,2019-05-15,625026.81,4765.91,arms_length
T00000808,P0000434,2022-10-15,744993.8,5680.67,arms_length
T00000809,P0000434,2024-08-15,1344303.39,10250.48,arms_length
T00000810,P0001212,2024-06-15,440316.28,7837.37,arms_length
T00000811,P0002009,2019-02-15,2015098.21,7899.88,arms_length
T00000812,P0002009,2022-01-15,1952279.52,7653.61,arms_length
T00000813,P0000371,2019-07-15,1500065.43,9167.52,arms_length
T00000814,P0000371,2020-06-15,1006032.8,6148.29,arms_length
T00000815,P0000371,2025-08-15,955385.44,5838.76,arms_length
T00000816,P0000403,2020-07-15,454741.92,6350.91,arms_length
T00000817,P0000403,2022-04-15,462054.4,6453.03,arms_length
T00000818,P0000403,2023-04-15,629335.82,8789.28,arms_length
T00000819,P0002919,2021-01-15,540100.37,5853.82,arms_length
T00000820,P0002919,2025-06-15,756603.82,8200.37,arms_length
T00000821,P0001012,2021-01-15,4482847.91,7324.77,arms_length
T00000822,P0001012,2025-11-15,5395115.97,8815.38,arms_length
T00000823,P0001737,2020-04-15,736083.33,6838.46,arms_length
T00000824,P0001737,2024-01-15,698609.42,6490.31,arms_length
T00000825,P0001738,2019-10-15,650040.84,4876.73,arms_length
T00000826,P0001738,2022-12-15,1117157.3,8381.12,arms_length
T00000827,P0002944,2019-06-15,1174488.9,5720.7,arms_length
T00000828,P0002944,2021-09-15,1562178.8,7609.06,arms_length
T00000829,P0001962,2023-07-15,2084894.42,7934.64,arms_length
T00000830,P0001624,2022-06-15,877492.92,8548.46,arms_length
T00000831,P0002043,2025-02-15,595307.96,8728.24,arms_length
T00000832,P0000548,2020-11-15,1047174.97,6445.08,arms_length
T00000833,P0001622,2020-10-15,181764.32,4933.3,arms_length
T00000834,P0001622,2021-03-15,278951.45,7571.08,arms_length
T00000835,P0002103,2020-12-15,678460.45,6555.08,arms_length
T00000836,P0002103,2023-09-15,680706.34,6576.78,arms_length
T00000837,P0000142,2022-06-15,544863.3,7587.18,arms_length
T00000838,P0000142,2024-02-15,648846.24,9035.14,arms_length
T00000839,P0001242,2020-02-15,400268.81,8597.15,arms_length
T00000840,P0001242,2025-10-15,427464.96,9181.28,arms_length
T00000841,P0002045,2019-06-15,1605013.39,7678.5,arms_length
T00000842,P0002045,2021-06-15,1408433.25,6738.05,arms_length
T00000843,P0002610,2024-01-15,585043.39,7418.71,arms_length
T00000844,P0002779,2022-11-15,259633.77,7783.17,arms_length
T00000845,P0002779,2024-05-15,220136.77,6599.14,arms_length
T00000846,P0002779,2025-10-15,230993.75,6924.61,arms_length
T00000847,P0001986,2020-05-15,501816.28,8707.96,arms_length
T00000848,P0001986,2021-11-15,385759.1,6694.04,arms_length
T00000849,P0001923,2023-10-15,651227.33,6275.96,arms_length
T00000850,P0000545,2020-09-15,307736.32,6160.96,arms_length
T00000851,P0000545,2024-12-15,386548.07,7738.79,arms_length
T00000852,P0000545,2025-08-15,405726.39,8122.75,arms_length
T00000853,P0001850,2020-12-15,202077.21,5554.42,arms_length
T00000854,P0000818,2021-08-15,564389.19,7440.63,arms_length
T00000855,P0000818,2023-02-15,447909.72,5905.02,arms_length
T00000856,P0000812,2022-04-15,634707.0,6250.01,arms_length
T00000857,P0001615,2020-10-15,1756005.17,8892.39,arms_length
T00000858,P0001615,2023-03-15,1857132.47,9404.5,arms_length
T00000859,P0001615,2025-04-15,1354228.85,6857.8,arms_length
T00000860,P0002127,2020-07-15,876528.71,6512.9,arms_length
T00000861,P0002127,2021-01-15,756884.73,5623.9,arms_length
T00000862,P0002127,2025-09-15,864121.15,6420.71,arms_length
T00000863,P0000529,2021-10-15,3602830.54,6245.54,arms_length
T00000864,P0000529,2022-08-15,4776969.47,8280.93,arms_length
T00000865,P0002178,2020-08-15,912360.94,8915.94,arms_length
T00000866,P0002178,2023-09-15,969656.46,9475.85,arms_length
T00000867,P0002178,2024-03-15,717463.98,7011.33,arms_length
T00000868,P0002513,2020-08-15,1303426.75,8009.46,arms_length
T00000869,P0002513,2024-11-15,1430047.18,8787.53,arms_length
T00000870,P0002513,2025-01-15,1472343.36,9047.44,arms_length
T00000871,P0000941,2020-04-15,294020.89,5638.21,arms_length
T00000872,P0000941,2023-07-15,474037.3,9090.24,arms_length
T00000873,P0000941,2025-01-15,399220.44,7655.54,arms_length
T00000874,P0000417,2024-08-15,596866.29,7793.74,arms_length
T00000875,P0000178,2020-01-15,510596.14,5958.06,arms_length
T00000876,P0000178,2023-02-15,572740.13,6683.21,arms_length
T00000877,P0000178,2025-10-15,671436.77,7834.89,arms_length
T00000878,P0000977,2020-05-15,2281908.1,6195.38,arms_length
T00000879,P0000977,2023-08-15,2659526.26,7220.62,arms_length
T00000880,P0002078,2024-06-15,8849385.48,8454.32,arms_length
T00000881,P0001076,2020-08-15,158081.25,7236.59,arms_length
T00000882,P0001076,2022-01-15,197556.36,9043.67,arms_length
T00000883,P0001076,2024-10-15,181652.73,8315.64,arms_length
T00000884,P0001627,2019-12-15,2262140.47,8735.65,arms_length
T00000885,P0001627,2020-09-15,1805588.99,6972.59,arms_length
T00000886,P0001627,2023-09-15,1662822.58,6421.28,arms_length
T00000887,P0002029,2019-12-15,1030733.92,6316.87,arms_length
T00000888,P0002029,2020-09-15,1232136.84,7551.17,arms_length
T00000889,P0002029,2022-05-15,1336690.27,8191.93,arms_length
T00000890,P0000802,2019-02-15,582240.54,6790.24,arms_length
T00000891,P0002382,2021-05-15,1134436.27,7922.32,arms_length
T00000892,P0002390,2020-11-15,521201.57,5966.31,arms_length
T00000893,P0000184,2019-04-15,157327.83,5392.56,arms_length
T00000894,P0000184,2022-09-15,209647.0,7185.84,arms_length
T00000895,P0001042,2019-02-15,5035872.5,8780.03,arms_length
T00000896,P0001042,2024-04-15,4751744.72,8284.66,arms_length
T00000897,P0002044,2024-05-15,4693949.83,8238.42,arms_length
T00000898,P0002816,2019-01-15,330495.79,4706.01,arms_length
T00000899,P0002816,2020-12-15,534152.5,7605.93,arms_length
T00000900,P0002914,2019-03-15,230988.71,4709.84,arms_length
T00000901,P0002914,2024-11-15,498911.49,10172.76,arms_length
T00000902,P0002707,2020-08-15,1016809.14,5092.65,arms_length
T00000903,P0002427,2020-05-15,647963.29,5987.41,arms_length
T00000904,P0002427,2023-07-15,670375.4,6194.51,arms_length
T00000905,P0002427,2025-06-15,1204127.69,11126.57,arms_length
T00000906,P0001382,2022-08-15,3927960.13,5270.8,arms_length
T00000907,P0001382,2023-01-15,5155841.63,6918.46,arms_length
T00000908,P0001382,2025-03-15,7716312.25,10354.27,arms_length
T00000909,P0002059,2024-10-15,332919.78,6291.24,arms_length
T00000910,P0000813,2019-03-15,834889.25,6465.55,arms_length
T00000911,P0000813,2022-03-15,937394.02,7259.37,arms_length
T00000912,P0003120,2019-11-15,996653.96,6469.76,arms_length
T00000913,P0001019,2021-08-15,164716.18,6502.16,arms_length
T00000914,P0001019,2022-08-15,231045.16,9120.5,arms_length
T00000915,P0001019,2024-12-15,289739.05,11437.44,arms_length
T00000916,P0000394,2020-05-15,406672.78,6345.48,arms_length
T00000917,P0000394,2025-10-15,640564.19,9994.99,arms_length
T00000918,P0001544,2021-07-15,780438.16,7012.57,arms_length
T00000919,P0001489,2023-01-15,657405.59,7405.26,arms_length
T00000920,P0000479,2020-04-15,647764.41,7939.32,arms_length
T00000921,P0000479,2024-03-15,451155.94,5529.59,arms_length
T00000922,P0000479,2025-10-15,616174.9,7552.14,arms_length
T00000923,P0000439,2020-12-15,385020.01,5630.65,arms_length
T00000924,P0000439,2024-01-15,543821.49,7953.01,arms_length
T00000925,P0000439,2025-11-15,572041.66,8365.71,arms_length
T00000926,P0000163,2021-01-15,937818.15,8583.55,arms_length
T00000927,P0002594,2022-05-15,693722.66,6189.86,arms_length
T00000928,P0002594,2024-08-15,882901.02,7877.83,arms_length
T00000929,P0002594,2025-06-15,724147.46,6461.33,arms_length
T00000930,P0002067,2019-03-15,3245616.27,5672.54,arms_length
T00000931,P0002067,2020-12-15,4772497.44,8341.15,arms_length
T00000932,P0002067,2024-04-15,4508546.88,7879.83,arms_length
T00000933,P0003064,2022-12-15,660166.37,6595.57,arms_length
T00000934,P0003064,2025-10-15,813668.69,8129.18,arms_length
T00000935,P0002971,2023-03-15,480791.21,7839.14,arms_length
T00000936,P0002971,2024-11-15,382775.05,6241.02,arms_length
T00000937,P0002971,2025-01-15,507308.55,8271.5,arms_length
T00000938,P0001823,2020-04-15,573045.29,5598.96,arms_length
T00000939,P0001823,2024-08-15,745492.66,7283.87,arms_length
T00000940,P0001518,2020-01-15,1047649.2,6196.4,arms_length
T00000941,P0001518,2024-04-15,1086260.03,6424.77,arms_length
T00000942,P0001518,2025-10-15,1030721.33,6096.28,arms_length
T00000943,P0002149,2025-07-15,1152413.97,8102.35,arms_length
T00000944,P0000671,2020-11-15,729673.63,6686.7,arms_length
T00000945,P0000671,2023-09-15,996264.05,9129.72,arms_length
T00000946,P0001374,2020-02-15,4485825.72,8125.32,arms_length
T00000947,P0001125,2025-11-15,1168189.17,10458.65,arms_length
T00000948,P0001564,2019-02-15,2476509.7,6788.7,arms_length
T00000949,P0001564,2020-06-15,2534917.13,6948.81,arms_length
T00000950,P0001564,2022-06-15,2591294.67,7103.36,arms_length
T00000951,P0001103,2024-12-15,1007294.58,9028.77,arms_length
T00000952,P0001103,2025-03-15,1127474.49,10105.99,arms_length
T00000953,P0001002,2022-11-15,665415.65,6461.71,arms_length
T00000954,P0000031,2019-10-15,1800650.09,5015.47,arms_length
T00000955,P0000031,2020-08-15,1901178.48,5295.48,arms_length
T00000956,P0000031,2023-07-15,2314648.19,6447.14,arms_length
T00000957,P0001519,2023-01-15,1062411.76,5777.86,arms_length
T00000958,P0000556,2019-04-15,556553.33,7029.43,arms_length
T00000959,P0000556,2021-01-15,478760.91,6046.89,arms_length
T00000960,P0001007,2023-08-15,1643811.96,7072.88,arms_length
T00000961,P0001007,2024-03-15,1582097.59,6807.34,arms_length
T00000962,P0001007,2025-06-15,1976490.85,8504.31,arms_length
T00000963,P0001499,2024-07-15,517469.22,9317.31,arms_length
T00000964,P0001499,2025-06-15,410388.43,7389.27,arms_length
T00000965,P0000174,2020-08-15,1233367.92,6779.58,arms_length
T00000966,P0000174,2023-10-15,1642635.49,9029.24,arms_length
T00000967,P0002085,2023-05-15,446858.9,6725.98,arms_length
T00000968,P0002085,2024-06-15,502721.86,7566.81,arms_length
T00000969,P0002085,2025-08-15,551294.35,8297.91,arms_length
T00000970,P0000297,2020-05-15,1119429.6,6473.46,arms_length
T00000971,P0000297,2024-04-15,1406878.41,8135.73,arms_length
T00000972,P0000326,2021-08-15,762168.78,7000.92,arms_length
T00000973,P0001331,2019-11-15,1213138.9,6831.79,arms_length
T00000974,P0001289,2019-03-15,652628.89,6749.49,arms_length
T00000975,P0001289,2023-06-15,723770.5,7485.24,arms_length
T00000976,P0001289,2025-07-15,787618.74,8145.56,arms_length
T00000977,P0000280,2024-11-15,690813.59,7826.2,arms_length
T00000978,P0000613,2019-08-15,835524.1,5481.81,arms_length
T00000979,P0000613,2021-03-15,913777.91,5995.23,arms_length
T00000980,P0000965,2024-10-15,1720986.0,10741.09,arms_length
T00000981,P0000965,2025-01-15,1348291.27,8415.01,arms_length
T00000982,P0002882,2021-05-15,369172.43,5108.35,arms_length
T00000983,P0002882,2024-07-15,493081.42,6822.92,arms_length
T00000984,P0002124,2019-10-15,715392.63,5391.58,arms_length
T00000985,P0002124,2023-05-15,849803.68,6404.58,arms_length
T00000986,P0002124,2024-01-15,876088.34,6602.67,arms_length
T00000987,P0002243,2021-11-15,140148.3,7185.26,arms_length
T00000988,P0003166,2020-09-15,716477.06,7163.34,arms_length
T00000989,P0003166,2021-01-15,850834.68,8506.65,arms_length
T00000990,P0001423,2022-01-15,549034.61,7115.78,arms_length
T00000991,P0001423,2025-11-15,584483.5,7575.22,arms_length
T00000992,P0002964,2020-07-15,2141802.51,5476.34,arms_length
T00000993,P0002964,2022-01-15,2552412.69,6526.22,arms_length
T00000994,P0001205,2021-12-15,849986.53,7784.4,arms_length
T00000995,P0001205,2025-09-15,851133.69,7794.91,arms_length
T00000996,P0002017,2020-03-15,1456412.42,7186.59,arms_length
T00000997,P0000612,2020-09-15,1776034.47,6713.63,arms_length
T00000998,P0000074,2022-05-15,3311901.56,7234.04,arms_length
T00000999,P0000049,2020-02-15,1841991.62,7007.36,arms_length
T00001000,P0001996,2019-02-15,340047.93,7459.86,arms_length
T00001001,P0001996,2022-05-15,336499.82,7382.02,arms_length
T00001002,P0001996,2023-07-15,395000.67,8665.4,arms_length
T00001003,P0000602,2019-01-15,486549.21,5928.1,arms_length
T00001004,P0000602,2022-09-15,628475.38,7657.33,arms_length
T00001005,P0000602,2023-03-15,666008.42,8114.63,arms_length
T00001006,P0002308,2021-01-15,1535365.58,6414.64,arms_length
T00001007,P0002308,2023-08-15,2078608.85,8684.27,arms_length
T00001008,P0002308,2024-12-15,2093965.78,8748.43,arms_length
T00001009,P0001870,2021-11-15,780119.97,5991.01,arms_length
T00001010,P0001538,2020-01-15,1435265.67,7039.2,arms_length
T00001011,P0001538,2022-12-15,1759108.49,8627.47,arms_length
T00001012,P0001538,2025-06-15,1686369.98,8270.73,arms_length
T00001013,P0001189,2019-11-15,1634088.74,5791.32,arms_length
T00001014,P0001189,2022-07-15,1869311.84,6624.96,arms_length
T00001015,P0000762,2019-06-15,1159264.27,5853.75,arms_length
T00001016,P0000762,2025-12-15,1934414.85,9767.9,arms_length
T00001017,P0002187,2020-03-15,577814.73,6511.28,arms_length
T00001018,P0002187,2022-10-15,532678.12,6002.65,arms_length
T00001019,P0001607,2025-08-15,904324.73,8064.18,arms_length
T00001020,P0002311,2020-02-15,952802.89,5705.29,arms_length
T00001021,P0002033,2024-07-15,1140322.29,8123.24,arms_length
T00001022,P0002437,2019-01-15,136238.67,4043.22,arms_length
T00001023,P0002437,2021-06-15,256601.26,7615.28,arms_length
T00001024,P0002437,2024-12-15,212548.57,6307.91,arms_length
T00001025,P0002245,2021-12-15,704182.4,7530.36,arms_length
T00001026,P0003160,2019-07-15,1146009.1,6412.87,arms_length
T00001027,P0003160,2020-01-15,1038250.13,5809.87,arms_length
T00001028,P0003160,2023-10-15,1710802.74,9573.35,arms_length
T00001029,P0001886,2023-05-15,1621488.22,10510.44,arms_length
T00001030,P0001886,2024-10-15,1421720.63,9215.55,arms_length
T00001031,P0001886,2025-12-15,1104148.61,7157.06,arms_length
T00001032,P0002502,2021-07-15,501355.6,5190.5,arms_length
T00001033,P0002603,2024-06-15,1612407.1,9258.28,arms_length
T00001034,P0001457,2020-06-15,874558.92,8357.01,arms_length
T00001035,P0002011,2020-08-15,593962.78,8355.16,arms_length
T00001036,P0002309,2020-02-15,1296599.58,6689.98,arms_length
T00001037,P0002309,2023-03-15,1130361.57,5832.25,arms_length
T00001038,P0002309,2024-01-15,1428752.91,7371.84,arms_length
T00001039,P0001895,2019-04-15,1708509.78,7080.07,arms_length
T00001040,P0002491,2021-05-15,484695.44,6291.91,arms_length
T00001041,P0002491,2022-04-15,465554.72,6043.44,arms_length
T00001042,P0002491,2024-10-15,552181.14,7167.95,arms_length
T00001043,P0001377,2022-08-15,419124.79,5094.75,arms_length
T00001044,P0001377,2023-02-15,636465.55,7736.67,arms_length
T00001045,P0001377,2025-07-15,490342.77,5960.45,arms_length
T00001046,P0001094,2020-07-15,590636.63,7390.97,arms_length
T00001047,P0001094,2022-10-15,568944.04,7119.51,arms_length
T00001048,P0001840,2019-05-15,1190224.26,9260.6,arms_length
T00001049,P0001840,2021-03-15,946515.84,7364.42,arms_length
T00001050,P0001712,2021-07-15,1319402.4,7885.27,arms_length
T00001051,P0002413,2019-11-15,3646734.47,7451.07,arms_length
T00001052,P0001728,2024-06-15,549993.85,8412.96,arms_length
T00001053,P0001414,2025-11-15,649765.93,5613.46,arms_length
T00001054,P0001776,2019-10-15,260563.77,6176.93,arms_length
T00001055,P0001776,2021-08-15,288303.51,6834.52,arms_length
T00001056,P0001776,2022-04-15,295529.63,7005.83,arms_length
T00001057,P0001533,2024-03-15,2002331.3,8310.86,arms_length
T00001058,P0002710,2019-01-15,370665.43,6153.7,arms_length
T00001059,P0003090,2021-02-15,2314134.46,9494.24,arms_length
T00001060,P0003090,2025-12-15,1510452.26,6196.96,arms_length
T00001061,P0001018,2023-11-15,1594459.97,9247.13,arms_length
T00001062,P0003088,2025-06-15,877025.1,6312.16,arms_length
T00001063,P0000109,2020-09-15,233864.41,5769.03,arms_length
T00001064,P0002299,2019-02-15,424730.64,6961.94,arms_length
T00001065,P0002299,2020-02-15,397991.31,6523.65,arms_length
T00001066,P0002299,2023-06-15,507207.53,8313.85,arms_length
T00001067,P0001883,2021-05-15,241072.17,7422.29,arms_length
T00001068,P0001883,2022-09-15,298001.44,9175.07,arms_length
T00001069,P0001883,2023-10-15,260633.89,8024.57,arms_length
T00001070,P0000319,2019-01-15,878983.48,4418.31,arms_length
T00001071,P0002476,2023-12-15,1003084.36,6696.42,arms_length
T00001072,P0002907,2021-04-15,3976950.8,5645.97,arms_length
T00001073,P0002907,2022-12-15,4300482.3,6105.28,arms_length
T00001074,P0002907,2023-11-15,4916199.72,6979.4,arms_length
T00001075,P0001546,2019-05-15,2455684.92,6552.81,arms_length
T00001076,P0001546,2023-08-15,4334647.65,11566.68,arms_length
T00001077,P0003119,2019-03-15,283435.1,6118.46,arms_length
T00001078,P0002096,2019-03-15,767028.06,5823.46,arms_length
T00001079,P0002096,2021-04-15,1081595.99,8211.73,arms_length
T00001080,P0002096,2023-01-15,1237789.23,9397.58,arms_length
T00001081,P0002651,2020-09-15,3071525.1,6605.3,arms_length
T00001082,P0002651,2022-01-15,4320370.45,9290.94,arms_length
T00001083,P0001174,2024-03-15,262230.78,6911.68,arms_length
T00001084,P0001174,2025-10-15,252522.28,6655.79,arms_length
T00001085,P0001495,2025-11-15,737570.57,7713.25,arms_length
T00001086,P0000611,2019-03-15,2324518.21,7092.05,arms_length
T00001087,P0000611,2020-03-15,2171413.1,6624.93,arms_length
T00001088,P0000611,2022-03-15,2067227.43,6307.07,arms_length
T00001089,P0002190,2019-10-15,933322.1,6254.72,arms_length
T00001090,P0002190,2020-04-15,1000423.66,6704.41,arms_length
T00001091,P0002190,2021-11-15,731356.9,4901.24,arms_length
T00001092,P0001512,2020-11-15,316267.2,6445.99,arms_length
T00001093,P0001512,2023-06-15,369648.18,7533.97,arms_length
T00001094,P0001512,2025-12-15,457449.83,9323.5,arms_length
T00001095,P0001357,2019-03-15,169835.57,7372.51,arms_length
T00001096,P0001357,2022-01-15,156663.76,6800.72,arms_length
T00001097,P0001357,2023-05-15,176154.95,7646.83,arms_length
T00001098,P0002727,2019-12-15,733719.65,5610.26,arms_length
T00001099,P0002727,2020-08-15,549823.59,4204.13,arms_length
T00001100,P0002727,2022-01-15,963740.92,7369.08,arms_length
T00001101,P0001118,2019-08-15,177989.32,6291.89,arms_length
T00001102,P0000579,2020-10-15,308803.56,5398.6,arms_length
T00001103,P0000579,2021-07-15,402899.39,7043.61,arms_length
T00001104,P0000057,2020-02-15,421217.97,6694.52,arms_length
T00001105,P0000057,2023-06-15,495798.61,7879.85,arms_length
T00001106,P0000057,2024-03-15,532425.67,8461.98,arms_length
T00001107,P0001911,2020-03-15,963110.35,6773.59,arms_length
T00001108,P0001911,2022-06-15,1428737.87,10048.37,arms_length
T00001109,P0001911,2024-07-15,1336305.33,9398.29,arms_length
T00001110,P0001682,2020-09-15,927060.88,8648.03,arms_length
T00001111,P0001682,2024-07-15,1009729.55,9419.2,arms_length
T00001112,P0001682,2025-11-15,1049016.18,9785.68,arms_length
T00001113,P0002163,2023-01-15,1073335.69,6795.76,arms_length
T00001114,P0000603,2019-02-15,496156.1,6204.53,arms_length
T00001115,P0000469,2019-07-15,1315324.29,6984.82,arms_length
T00001116,P0000469,2023-03-15,1405316.58,7462.71,arms_length
T00001117,P0002516,2019-04-15,629839.7,5084.88,arms_length
T00001118,P0002516,2020-04-15,959299.82,7744.71,arms_length
T00001119,P0002516,2023-09-15,926051.39,7476.28,arms_length
T00001120,P0002148,2022-12-15,1229605.64,7495.74,arms_length
T00001121,P0000536,2025-05-15,854918.47,6734.58,arms_length
T00001122,P0001747,2020-03-15,126901.31,7292.74,arms_length
T00001123,P0001747,2022-01-15,113221.77,6506.61,arms_length
T00001124,P0001747,2024-07-15,181025.71,10403.15,arms_length
T00001125,P0000582,2019-10-15,348822.28,6200.18,arms_length
T00001126,P0000582,2025-08-15,374302.97,6653.09,arms_length
T00001127,P0000913,2020-03-15,1717846.02,9625.84,arms_length
T00001128,P0002244,2019-02-15,188125.32,7324.69,arms_length
T00001129,P0002244,2020-04-15,133265.52,5188.71,arms_length
T00001130,P0002244,2022-05-15,211918.08,8251.06,arms_length
T00001131,P0003075,2022-04-15,2196299.75,8290.22,arms_length
T00001132,P0002121,2024-07-15,1943365.17,6765.91,arms_length
T00001133,P0000070,2019-04-15,1001351.53,6483.84,arms_length
T00001134,P0000070,2023-04-15,1472421.1,9534.06,arms_length
T00001135,P0000070,2025-09-15,1366670.45,8849.32,arms_length
T00001136,P0002805,2021-01-15,434457.58,8697.54,arms_length
T00001137,P0002805,2023-02-15,440722.01,8822.95,arms_length
T00001138,P0002805,2025-06-15,496983.13,9949.26,arms_length
T00001139,P0001794,2020-06-15,313622.6,5783.47,arms_length
T00001140,P0001794,2021-03-15,359451.63,6628.6,arms_length
T00001141,P0001794,2023-02-15,446072.91,8225.97,arms_length
T00001142,P0000437,2023-12-15,573985.59,8871.86,arms_length
T00001143,P0002154,2023-11-15,778286.66,7669.31,arms_length
T00001144,P0001984,2023-08-15,320693.82,8948.56,arms_length
T00001145,P0001984,2024-04-15,298376.8,8325.83,arms_length
T00001146,P0000209,2021-07-15,680213.54,6318.79,arms_length
T00001147,P0001452,2020-02-15,895969.41,7447.6,arms_length
T00001148,P0001452,2023-11-15,906827.83,7537.86,arms_length
T00001149,P0000566,2020-05-15,615702.47,5195.52,arms_length
T00001150,P0000566,2022-01-15,981729.22,8284.18,arms_length
T00001151,P0000314,2019-04-15,2927443.0,6970.47,arms_length
T00001152,P0000314,2021-01-15,2908303.8,6924.9,arms_length
T00001153,P0000234,2019-01-15,1495574.53,9342.03,arms_length
T00001154,P0000234,2023-10-15,1306391.38,8160.31,arms_length
T00001155,P0000234,2025-05-15,1848017.01,11543.54,arms_length
T00001156,P0000991,2023-10-15,599600.13,8315.24,arms_length
T00001157,P0000991,2024-09-15,562066.19,7794.72,arms_length
T00001158,P0002967,2022-04-15,186095.27,6949.55,arms_length
T00001159,P0002967,2024-04-15,294137.68,10984.29,arms_length
T00001160,P0002967,2025-07-15,242361.73,9050.77,arms_length
T00001161,P0000808,2022-08-15,549430.88,9755.83,arms_length
T00001162,P0000112,2019-10-15,1228800.97,5170.01,arms_length
T00001163,P0000112,2024-12-15,1503020.8,6323.75,arms_length
T00001164,P0003013,2019-01-15,91490.78,3721.21,arms_length
T00001165,P0003013,2021-03-15,188577.17,7670.02,arms_length
T00001166,P0003013,2024-12-15,195203.94,7939.55,arms_length
T00001167,P0000839,2020-07-15,2010085.28,5076.04,arms_length
T00001168,P0000839,2023-12-15,2984523.31,7536.77,arms_length
T00001169,P0000839,2025-12-15,2793114.15,7053.41,arms_length
T00001170,P0000655,2020-08-15,208837.16,4113.8,arms_length
T00001171,P0000655,2021-03-15,376866.02,7423.72,arms_length
T00001172,P0000655,2025-02-15,380327.75,7491.92,arms_length
T00001173,P0001771,2024-12-15,886557.3,9256.24,arms_length
T00001174,P0001814,2022-12-15,523107.02,6353.33,arms_length
T00001175,P0001814,2024-08-15,620176.74,7532.28,arms_length
T00001176,P0000473,2022-06-15,1290179.73,6991.89,arms_length
T00001177,P0000473,2023-01-15,1072205.67,5810.62,arms_length
T00001178,P0002637,2021-06-15,3280647.27,6542.75,arms_length
T00001179,P0001666,2024-10-15,1526532.56,7458.66,arms_length
T00001180,P0000735,2020-07-15,3548400.19,7280.03,arms_length
T00001181,P0000735,2021-03-15,3332361.06,6836.8,arms_length
T00001182,P0002749,2020-07-15,916634.47,6785.85,arms_length
T00001183,P0002749,2023-04-15,1012723.56,7497.2,arms_length
T00001184,P0002749,2025-11-15,881552.68,6526.14,arms_length
T00001185,P0000747,2020-09-15,357887.05,7314.23,arms_length
T00001186,P0000747,2024-05-15,334405.86,6834.34,arms_length
T00001187,P0001178,2022-10-15,1213918.66,7978.58,arms_length
T00001188,P0001178,2025-11-15,1338660.12,8798.45,arms_length
T00001189,P0001629,2023-03-15,271545.33,6990.82,arms_length
T00001190,P0001629,2025-02-15,315081.47,8111.64,arms_length
T00001191,P0000765,2020-01-15,3407126.37,8798.04,arms_length
T00001192,P0000765,2025-08-15,4182858.92,10801.18,arms_length
T00001193,P0001104,2021-08-15,1356719.3,5336.46,arms_length
T00001194,P0001341,2019-12-15,1043805.23,6580.55,arms_length
T00001195,P0001341,2021-01-15,1031930.35,6505.69,arms_length
T00001196,P0001341,2025-07-15,1180750.79,7443.91,arms_length
T00001197,P0000362,2021-03-15,1610613.68,5990.36,arms_length
T00001198,P0000362,2023-07-15,2177547.2,8098.96,arms_length
T00001199,P0000136,2019-03-15,1323436.09,7272.24,arms_length
T00001200,P0000136,2020-03-15,1082860.14,5950.29,arms_length
T00001201,P0000136,2023-05-15,1420398.41,7805.05,arms_length
T00001202,P0001413,2020-07-15,765487.34,6075.23,arms_length
T00001203,P0001413,2023-01-15,850454.58,6749.57,arms_length
T00001204,P0001413,2025-08-15,1248805.58,9911.05,arms_length
T00001205,P0002319,2019-06-15,470970.79,7071.64,arms_length
T00001206,P0002319,2022-05-15,489426.6,7348.75,arms_length
T00001207,P0002319,2025-05-15,580222.29,8712.05,arms_length
T00001208,P0002740,2019-01-15,207379.63,5283.77,arms_length
T00001209,P0002740,2021-04-15,240526.46,6128.31,arms_length
T00001210,P0002415,2019-04-15,107566.06,4794.03,arms_length
T00001211,P0002415,2023-12-15,138192.69,6159.01,arms_length
T00001212,P0002415,2025-03-15,154107.73,6868.31,arms_length
T00001213,P0000367,2019-05-15,698667.44,5678.85,arms_length
T00001214,P0000367,2023-09-15,955855.1,7769.3,arms_length
T00001215,P0000367,2024-02-15,1332456.96,10830.36,arms_length
T00001216,P0001926,2019-09-15,592130.05,5787.84,arms_length
T00001217,P0001926,2023-08-15,533789.86,5217.58,arms_length
T00001218,P0001926,2024-01-15,872499.99,8528.34,arms_length
T00001219,P0000030,2024-08-15,787244.21,7746.17,arms_length
T00001220,P0000030,2025-11-15,848534.39,8349.24,arms_length
T00001221,P0002671,2020-09-15,2247832.65,7206.5,arms_length
T00001222,P0002671,2023-04-15,2857188.11,9160.08,arms_length
T00001223,P0000023,2019-12-15,582394.97,6669.82,arms_length
T00001224,P0000023,2020-12-15,525429.94,6017.43,arms_length
T00001225,P0000023,2022-03-15,528670.02,6054.54,arms_length
T00001226,P0002829,2021-03-15,3042754.87,7203.49,arms_length
T00001227,P0002829,2022-01-15,2995143.02,7090.77,arms_length
T00001228,P0002331,2019-01-15,451181.54,6931.6,arms_length
T00001229,P0002331,2020-06-15,381551.18,5861.86,arms_length
T00001230,P0002847,2025-06-15,1020675.8,8129.71,arms_length
T00001231,P0000421,2023-03-15,1801992.69,9237.41,arms_length
T00001232,P0001589,2019-01-15,428133.91,7031.68,arms_length
T00001233,P0001589,2024-04-15,388819.17,6385.98,arms_length
T00001234,P0000461,2020-09-15,515965.17,5448.21,arms_length
T00001235,P0000461,2025-12-15,940164.21,9927.44,arms_length
T00001236,P0000044,2020-05-15,903526.56,5852.87,arms_length
T00001237,P0000044,2021-10-15,1009221.9,6537.55,arms_length
