parcel_id,infra_type,nearest_infra_id,distance_km
P0000949,fiber_node,I00030,14.010566074166904
P0000949,water_source,I00031,8.714079888334807
P0000949,highway_interchange,I00032,9.524750383959825
P0000949,data_center,I00034,43.1134626825291
P0000950,transmission_line,I00025,7.1695500283754106
P0000950,substation,I00027,10.005199507246985
P0000950,fiber_node,I00030,12.287311546928391
P0000950,water_source,I00031,5.908611668227293
P0000950,highway_interchange,I00032,7.79358830879633
P0000950,data_center,I00034,40.55750768089802
P0000951,transmission_line,I00026,3.940896975776367
P0000951,substation,I00027,4.1815050069577815
P0000951,fiber_node,I00030,6.5039212611670685
P0000951,water_source,I00031,8.947398171869017
P0000951,highway_interchange,I00032,3.6441037335493047
P0000951,data_center,I00034,37.20425190861048
P0000952,transmission_line,I00025,12.294960297155443
P0000952,substation,I00028,13.774594732589962
P0000952,fiber_node,I00029,12.80224154279223
P0000952,water_source,I00031,12.748109019247277
P0000952,highway_interchange,I00033,1.228703417715348
P0000952,data_center,I00034,22.872598953114462
P0000953,transmission_line,I00024,11.493200251327046
P0000953,substation,I00028,14.92766656256312
P0000953,fiber_node,I00029,9.095380772102683
P0000953,water_source,I00031,17.26265123720269
P0000953,highway_interchange,I00033,4.287564333982348
P0000953,data_center,I00034,17.791858498390916
P0000954,transmission_line,I00024,10.206718751043672
P0000954,substation,I00028,24.491383529451543
P0000954,fiber_node,I00029,16.702778239090875
P0000954,water_source,I00031,25.01853182040611
P0000954,highway_interchange,I00033,12.196513681645255
P0000954,data_center,I00034,14.232554098907428
P0000955,transmission_line,I00026,20.743947883964527
P0000955,substation,I00027,21.319943114702316
P0000955,fiber_node,I00030,23.483110189247608
P0000955,water_source,I00031,23.180311231190267
P0000955,highway_interchange,I00032,20.489087871742534
P0000955,data_center,I00034,54.15699090287423
P0000956,transmission_line,I00025,5.039707323911571
P0000956,substation,I00027,5.726511456394225
P0000956,fiber_node,I00030,8.166771234398674
P0000956,water_source,I00031,6.132354215085835
P0000956,highway_interchange,I00032,3.7374410055134266
P0000956,data_center,I00034,37.94366584659403
P0000957,transmission_line,I00025,3.565557387774827
P0000957,substation,I00027,7.198950999742191
P0000957,fiber_node,I00030,7.398047982590421
P0000957,water_source,I00031,4.434729546075373
P0000957,highway_interchange,I00032,6.409023339336181
P0000957,data_center,I00034,30.56073744854225
P0000958,transmission_line,I00024,12.320107638608857
P0000958,substation,I00028,16.213956581503325
P0000958,fiber_node,I00029,11.18017561310694
P0000958,water_source,I00031,17.171977294281746
P0000958,highway_interchange,I00033,3.9516875817546318
P0000958,data_center,I00034,18.423215162834836
P0000959,transmission_line,I00026,12.504449496399117
P0000959,substation,I00027,12.547863650502164
P0000959,fiber_node,I00030,14.98828984514062
P0000959,water_source,I00031,12.848653188879917
P0000959,highway_interchange,I00032,11.106838967759238
P0000959,data_center,I00034,45.46453227582711
P0000960,transmission_line,I00025,8.93431503096175
P0000960,substation,I00028,11.331818438309552
P0000960,fiber_node,I00030,10.432498402854156
P0000960,water_source,I00031,9.496984041450114
P0000960,highway_interchange,I00033,3.740603312069851
P0000960,data_center,I00034,25.674804486341518
P0000961,transmission_line,I00025,18.599664179794466
P0000961,substation,I00027,22.29587201883384
P0000961,fiber_node,I00030,21.74946160499796
P0000961,water_source,I00031,17.403597357674343
P0000961,highway_interchange,I00033,10.700570299009575
P0000961,data_center,I00034,26.598410975573337
P0000962,transmission_line,I00025,17.492021827890714
P0000962,substation,I00028,20.39335839518561
P0000962,fiber_node,I00029,18.21601533680264
P0000962,water_source,I00031,16.918598335581827
P0000962,highway_interchange,I00033,7.583397725795821
P0000962,data_center,I00034,23.350097073679162
P0000963,transmission_line,I00026,6.293909258288332
P0000963,substation,I00028,4.324378249734065
P0000963,fiber_node,I00030,3.6851528862866214
P0000963,water_source,I00031,9.191200130632426
P0000963,highway_interchange,I00032,6.593898335945452
P0000963,data_center,I00034,27.77323192478801
P0000964,transmission_line,I00024,7.950403283615596
P0000964,substation,I00028,20.29932976625846
P0000964,fiber_node,I00029,12.022407719771016
P0000964,water_source,I00031,22.35852813665297
P0000964,highway_interchange,I00033,9.12377267054601
P0000964,data_center,I00034,13.590479832323341
P0000965,transmission_line,I00024,15.536561666894997
P0000965,substation,I00028,19.100500609782102
P0000965,fiber_node,I00029,15.788703865629696
P0000965,water_source,I00031,17.175235834443086
P0000965,highway_interchange,I00033,5.922060941815336
P0000965,data_center,I00034,21.092191828811846
P0000966,transmission_line,I00025,10.489322256658284
P0000966,substation,I00027,13.359795814589694
P0000966,fiber_node,I00030,12.566091226785026
P0000966,water_source,I00031,10.494667131544178
P0000966,highway_interchange,I00033,3.630921278303245
P0000966,data_center,I00034,25.484964094679306
P0000967,transmission_line,I00025,1.8484276746624753
P0000967,substation,I00027,6.522620981391844
P0000967,fiber_node,I00030,7.427276471902326
P0000967,water_source,I00031,2.580521912127689
P0000967,highway_interchange,I00032,5.150703698227656
P0000967,data_center,I00034,32.61559583476264
P0000968,transmission_line,I00025,14.092458958786706
P0000968,substation,I00027,18.446752872521085
P0000968,fiber_node,I00030,18.472624750002065
P0000968,water_source,I00031,12.292090514108434
P0000968,highway_interchange,I00033,10.683372375522058
P0000968,data_center,I00034,30.548348191554286
P0000969,transmission_line,I00025,11.157822338786445
P0000969,substation,I00027,15.814903516040513
P0000969,fiber_node,I00030,17.481246113621353
P0000969,water_source,I00031,8.05354714886447
P0000969,highway_interchange,I00032,13.679242788624094
P0000969,data_center,I00034,40.80477570736245
P0000970,transmission_line,I00026,5.797074507713223
P0000970,substation,I00028,1.876581415027662
P0000970,fiber_node,I00030,3.492743940043421
P0000970,water_source,I00031,12.43125687715815
P0000970,highway_interchange,I00032,7.999874174491991
P0000970,data_center,I00034,27.894069877348848
P0000971,transmission_line,I00024,13.06946978264884
P0000971,substation,I00028,33.44650452345561
P0000971,fiber_node,I00029,23.802643060044176
P0000971,water_source,I00031,34.58172285793706
P0000971,highway_interchange,I00033,21.709778676645932
P0000971,data_center,I00034,12.391870913813156
P0000972,transmission_line,I00025,1.6234287791238782
P0000972,substation,I00027,6.388864256263901
P0000972,fiber_node,I00030,7.923058610098693
P0000972,water_source,I00031,1.6816128652815616
P0000972,highway_interchange,I00032,4.4727265597010994
P0000972,data_center,I00034,34.61517444128423
P0000973,transmission_line,I00026,3.7522590257926947
P0000973,substation,I00028,1.3354440141038684
P0000973,fiber_node,I00030,2.823948660820434
P0000973,water_source,I00031,12.23426628598343
P0000973,highway_interchange,I00032,6.779666304521573
P0000973,data_center,I00034,30.62551200472871
P0000974,transmission_line,I00025,8.016835987438984
P0000974,substation,I00027,12.817928749559282
P0000974,fiber_node,I00030,13.4606375327031
P0000974,water_source,I00031,5.754201673959293
P0000974,highway_interchange,I00033,11.10656982622476
P0000974,data_center,I00034,33.03886308691959
P0000975,transmission_line,I00025,11.880501513079397
P0000975,substation,I00027,16.246893924416
P0000975,fiber_node,I00030,16.331359581745783
P0000975,water_source,I00031,10.154525686387604
P0000975,highway_interchange,I00033,9.630249918231094
P0000975,data_center,I00034,30.5070378672969
P0000976,transmission_line,I00026,3.0594597232460714
P0000976,substation,I00027,1.7640556501811187
P0000976,fiber_node,I00030,2.0903113344903446
P0000976,water_source,I00031,7.392676069656501
P0000976,highway_interchange,I00032,2.844655653291052
P0000976,data_center,I00034,31.60995684417873
P0000977,transmission_line,I00024,25.46422794820467
P0000977,substation,I00027,30.186504580112306
P0000977,fiber_node,I00029,28.54572845722813
P0000977,water_source,I00031,24.80199869455834
P0000977,highway_interchange,I00033,18.232051726692283
P0000977,data_center,I00034,29.315618328577678
P0000978,transmission_line,I00025,9.283412549111032
P0000978,substation,I00028,6.7385591043849775
P0000978,fiber_node,I00030,6.7929544405992095
P0000978,water_source,I00031,11.489306129180276
P0000978,highway_interchange,I00033,6.615290442371412
P0000978,data_center,I00034,24.48787832931935
P0000979,transmission_line,I00025,10.011943922007239
P0000979,substation,I00027,12.865187937007692
P0000979,fiber_node,I00030,12.087059259620096
P0000979,water_source,I00031,10.080776045658016
P0000979,highway_interchange,I00033,3.7506519383445553
P0000979,data_center,I00034,25.71496751079032
P0000980,transmission_line,I00026,14.096230202609558
P0000980,substation,I00027,14.774199654705916
P0000980,fiber_node,I00030,16.84518628324472
P0000980,water_source,I00031,17.788931378336287
P0000980,highway_interchange,I00032,14.183507384576535
P0000980,data_center,I00034,47.45622673611014
P0000981,transmission_line,I00025,2.6401540980111466
P0000981,substation,I00027,3.0394336488343647
P0000981,fiber_node,I00030,5.165156274668558
P0000981,water_source,I00031,5.311430513775923
P0000981,highway_interchange,I00032,0.8593210761584134
P0000981,data_center,I00034,34.54579870529302
P0000982,transmission_line,I00025,13.284075548009874
P0000982,substation,I00027,18.249450414209065
P0000982,fiber_node,I00030,19.176062750790187
P0000982,water_source,I00031,10.396982365730027
P0000982,highway_interchange,I00033,15.853089148740594
P0000982,data_center,I00034,37.02835614987892
P0000983,transmission_line,I00024,21.39616731208017
P0000983,substation,I00027,25.972346218412333
P0000983,fiber_node,I00029,23.730476936595206
P0000983,water_source,I00031,21.300990521596294
P0000983,highway_interchange,I00033,13.463401505155622
P0000983,data_center,I00034,25.82152655778278
P0000984,transmission_line,I00025,8.291475001064375
P0000984,substation,I00027,9.722961017946577
P0000984,fiber_node,I00030,12.176527047453998
P0000984,water_source,I00031,7.968661324316088
P0000984,highway_interchange,I00032,7.740740132409568
P0000984,data_center,I00034,41.69705716076123
P0000985,transmission_line,I00026,14.953494293664855
P0000985,substation,I00028,16.200087178649817
P0000985,fiber_node,I00030,16.857245587770485
P0000985,water_source,I00031,23.514010720097662
P0000985,highway_interchange,I00032,17.585319479687023
P0000985,data_center,I00034,43.05454920018729
P0000986,transmission_line,I00025,8.87959111501713
P0000986,substation,I00027,11.426011607603213
P0000986,fiber_node,I00030,10.574478035684523
P0000986,water_source,I00031,9.341919506984977
P0000986,highway_interchange,I00033,3.9169854043615993
P0000986,data_center,I00034,25.896444407898056
P0000987,transmission_line,I00025,18.26135326723402
P0000987,substation,I00027,20.18363479939133
P0000987,fiber_node,I00030,22.646021477524823
P0000987,water_source,I00031,16.81122402085008
P0000987,highway_interchange,I00032,18.207846102469
P0000987,data_center,I00034,51.67150080311304
P0000988,transmission_line,I00024,15.64400924677989
P0000988,substation,I00028,12.871466327573113
P0000988,fiber_node,I00029,5.2097996158800655
P0000988,water_source,I00031,22.993786121170416
P0000988,highway_interchange,I00033,16.259614847651097
P0000988,data_center,I00034,20.396750798822346
P0000989,transmission_line,I00026,5.864143442184667
P0000989,substation,I00028,2.096628138467464
P0000989,fiber_node,I00030,3.3719027130781476
P0000989,water_source,I00031,12.00398504320827
P0000989,highway_interchange,I00032,7.816653694110451
P0000989,data_center,I00034,27.66903942486393
P0000990,transmission_line,I00025,6.445383643786686
P0000990,substation,I00028,5.37328581302335
P0000990,fiber_node,I00030,4.640534316432343
P0000990,water_source,I00031,8.877670068026715
P0000990,highway_interchange,I00032,7.04524418871388
P0000990,data_center,I00034,27.369826205378285
P0000991,transmission_line,I00025,17.71122357951067
P0000991,substation,I00027,21.832463493608493
P0000991,fiber_node,I00030,21.604057122626397
P0000991,water_source,I00031,16.089671336482624
P0000991,highway_interchange,I00033,11.885535799981307
P0000991,data_center,I00034,29.318387255568865
P0000992,transmission_line,I00025,12.036807925391935
P0000992,substation,I00027,14.260108379064636
P0000992,fiber_node,I00030,16.677828209022714
P0000992,water_source,I00031,10.67800873655302
P0000992,highway_interchange,I00032,12.179733903458615
P0000992,data_center,I00034,45.453242246182946
P0000993,transmission_line,I00024,11.3597392222881
P0000993,substation,I00028,14.042223140427385
P0000993,fiber_node,I00029,7.81748396616532
P0000993,water_source,I00031,17.230103831411203
P0000993,highway_interchange,I00033,4.772790261247013
P0000993,data_center,I00034,17.728198837656812
P0000994,transmission_line,I00024,25.184375110279895
P0000994,substation,I00028,34.29992321796452
P0000994,fiber_node,I00029,30.41491250371151
P0000994,water_source,I00031,29.52971809712223
P0000994,highway_interchange,I00033,21.31304487697629
P0000994,data_center,I00034,27.975294022628624
P0000995,transmission_line,I00025,2.1959761545591627
P0000995,substation,I00027,6.450581839983514
P0000995,fiber_node,I00030,7.118272586605285
P0000995,water_source,I00031,3.2681877535060937
P0000995,highway_interchange,I00032,5.307188742924682
P0000995,data_center,I00034,31.90310932864952
P0000996,transmission_line,I00024,7.297162902148233
P0000996,substation,I00028,26.168163533342327
P0000996,fiber_node,I00029,16.60997760628835
P0000996,water_source,I00031,28.16110106666156
P0000996,highway_interchange,I00033,14.988244267999157
P0000996,data_center,I00034,10.226367965892958
P0000997,transmission_line,I00025,6.186068445682096
P0000997,substation,I00027,11.13143144163469
P0000997,fiber_node,I00030,12.088229966689651
P0000997,water_source,I00031,3.5806547219938447
P0000997,highway_interchange,I00032,9.482516290553471
P0000997,data_center,I00034,34.119361442889044
P0000998,transmission_line,I00026,2.0107773791882204
P0000998,substation,I00027,2.072941130862898
P0000998,fiber_node,I00030,4.3999523238308065
P0000998,water_source,I00031,8.39142941830348
P0000998,highway_interchange,I00032,2.311700862114107
P0000998,data_center,I00034,35.085271337314936
P0000999,transmission_line,I00024,23.894450482818012
P0000999,substation,I00028,33.682671291445494
P0000999,fiber_node,I00029,29.397411605273287
P0000999,water_source,I00031,29.346179389627363
P0000999,highway_interchange,I00033,20.603286050422774
P0000999,data_center,I00034,26.618675563967734
P0001000,transmission_line,I00025,5.439563953977498
P0001000,substation,I00027,6.04465092266631
P0001000,fiber_node,I00030,4.986177719463178
P0001000,water_source,I00031,7.707709649579015
P0001000,highway_interchange,I00032,6.520895057268982
P0001000,data_center,I00034,28.137475253030278
P0001001,transmission_line,I00025,2.7421618390790274
P0001001,substation,I00027,4.3673281227468825
P0001001,fiber_node,I00030,4.568652995917869
P0001001,water_source,I00031,5.452064221887859
P0001001,highway_interchange,I00032,4.0613398927176965
P0001001,data_center,I00034,30.911812504608836
P0001002,transmission_line,I00025,19.56349547598472
P0001002,substation,I00027,24.118857290860014
P0001002,fiber_node,I00030,24.266175322897894
P0001002,water_source,I00031,17.37924233248028
P0001002,highway_interchange,I00033,15.839878263926295
P0001002,data_center,I00034,33.42302372982586
P0001003,transmission_line,I00025,2.133440411574978
P0001003,substation,I00027,5.815170583884212
P0001003,fiber_node,I00030,6.350722145791756
P0001003,water_source,I00031,3.927924837752713
P0001003,highway_interchange,I00032,4.880290031550169
P0001003,data_center,I00034,31.50763566393236
P0001004,transmission_line,I00025,16.231188921754043
P0001004,substation,I00027,20.106225801215928
P0001004,fiber_node,I00030,19.720050105336693
P0001004,water_source,I00031,14.921380948675472
P0001004,highway_interchange,I00033,9.640249048483524
P0001004,data_center,I00034,27.666303086406256
P0001005,transmission_line,I00026,15.717708629789723
P0001005,substation,I00028,11.822187845731335
P0001005,fiber_node,I00029,4.836501768297095
P0001005,water_source,I00031,21.93764742225482
P0001005,highway_interchange,I00033,15.486912893938037
P0001005,data_center,I00034,20.87364916623782
P0001006,transmission_line,I00025,0.9872225850021269
P0001006,substation,I00027,4.255898653672959
P0001006,fiber_node,I00030,5.905524564817227
P0001006,water_source,I00031,3.804158707455095
P0001006,highway_interchange,I00032,2.4279808451378666
P0001006,data_center,I00034,33.9808270631428
P0001007,transmission_line,I00025,19.388400252085294
P0001007,substation,I00027,23.249392710688195
P0001007,fiber_node,I00030,22.803863119581585
P0001007,water_source,I00031,18.006903841787935
P0001007,highway_interchange,I00033,12.022708492860287
P0001007,data_center,I00034,27.702661718167978
P0001008,transmission_line,I00024,12.001310217466825
P0001008,substation,I00028,22.666560864039464
P0001008,fiber_node,I00029,16.271866573886776
P0001008,water_source,I00031,22.333444715180494
P0001008,highway_interchange,I00033,9.86336136909978
P0001008,data_center,I00034,16.720247109620505
P0001009,transmission_line,I00024,13.363286966514716
P0001009,substation,I00028,17.997193048825924
P0001009,fiber_node,I00029,13.499849152293049
P0001009,water_source,I00031,17.614344199353948
P0001009,highway_interchange,I00033,4.979431384321717
P0001009,data_center,I00034,19.146200419850775
P0001010,transmission_line,I00025,7.962204997129944
P0001010,substation,I00027,12.746769754508469
P0001010,fiber_node,I00030,14.29226058022598
P0001010,water_source,I00031,4.822489705983965
P0001010,highway_interchange,I00032,10.686259857782302
P0001010,data_center,I00034,38.063331287931874
P0001011,transmission_line,I00026,7.036831255135437
P0001011,substation,I00028,4.714736228551403
P0001011,fiber_node,I00030,4.364790045666343
P0001011,water_source,I00031,9.805643903297208
P0001011,highway_interchange,I00032,7.425723370501702
P0001011,data_center,I00034,26.940878851965213
P0001012,transmission_line,I00025,12.225033044712688
P0001012,substation,I00028,11.761562803252154
P0001012,fiber_node,I00029,9.760352817109872
P0001012,water_source,I00031,13.423941472924634
P0001012,highway_interchange,I00033,1.9608126198165026
P0001012,data_center,I00034,21.541837863456205
P0001013,transmission_line,I00025,12.197517211949112
P0001013,substation,I00028,11.484972025154704
P0001013,fiber_node,I00029,9.408880027831444
P0001013,water_source,I00031,13.484954842905564
P0001013,highway_interchange,I00033,2.3526123774739407
P0001013,data_center,I00034,21.47341613511521
P0001014,transmission_line,I00025,7.288298597786393
P0001014,substation,I00028,7.357697300395446
P0001014,fiber_node,I00030,6.671618480756584
P0001014,water_source,I00031,9.148349334370444
P0001014,highway_interchange,I00033,6.174363836021153
P0001014,data_center,I00034,26.195057486253734
P0001015,transmission_line,I00026,9.380801013115287
P0001015,substation,I00027,10.747364695867933
P0001015,fiber_node,I00030,11.671950102128529
P0001015,water_source,I00031,17.471921744646885
P0001015,highway_interchange,I00032,11.659878505312484
P0001015,data_center,I00034,40.39395249197793
P0001016,transmission_line,I00026,10.16525905084126
P0001016,substation,I00028,6.3121486203397295
P0001016,fiber_node,I00029,6.211364956337911
P0001016,water_source,I00031,15.114555792595082
P0001016,highway_interchange,I00033,10.206604455629464
P0001016,data_center,I00034,23.47109332530754
P0001017,transmission_line,I00025,4.336025902267545
P0001017,substation,I00027,9.178942778005686
P0001017,fiber_node,I00030,10.018875155000972
P0001017,water_source,I00031,2.5576350079885706
P0001017,highway_interchange,I00032,7.6881794131032315
P0001017,data_center,I00034,32.99457210094682
P0001018,transmission_line,I00025,28.468088165240054
P0001018,substation,I00027,32.92534470580045
P0001018,fiber_node,I00030,32.90150459869543
P0001018,water_source,I00031,26.322585995339892
P0001018,highway_interchange,I00033,22.96627727320932
P0001018,data_center,I00034,36.120800794401134
P0001019,transmission_line,I00025,6.561537351705502
P0001019,substation,I00027,11.26662552392311
P0001019,fiber_node,I00030,11.843690969111963
P0001019,water_source,I00031,4.683854352859575
P0001019,highway_interchange,I00032,9.911558032708857
P0001019,data_center,I00034,32.31769114396676
P0001020,transmission_line,I00026,3.8239155788049524
P0001020,substation,I00027,4.583166040611958
P0001020,fiber_node,I00030,6.568152020132496
P0001020,water_source,I00031,10.391571903320616
P0001020,highway_interchange,I00032,4.735907304691695
P0001020,data_center,I00034,37.25592276947687
P0001021,transmission_line,I00025,16.467588577746724
P0001021,substation,I00027,20.209470791510583
P0001021,fiber_node,I00030,19.72871764244402
P0001021,water_source,I00031,15.289005366613148
P0001021,highway_interchange,I00033,9.233247247958163
P0001021,data_center,I00034,26.906294355361798
P0001022,transmission_line,I00025,6.97435416025288
P0001022,substation,I00027,11.904529807620916
P0001022,fiber_node,I00030,13.243285828208387
P0001022,water_source,I00031,3.850947204271795
P0001022,highway_interchange,I00032,9.974117920447911
P0001022,data_center,I00034,36.42825788852693
P0001023,transmission_line,I00026,1.5773301870353225
P0001023,substation,I00027,2.8363119726799524
P0001023,fiber_node,I00030,2.687859902346932
P0001023,water_source,I00031,10.889150648428842
P0001023,highway_interchange,I00032,4.954225598868825
P0001023,data_center,I00034,32.722085092070216
P0001024,transmission_line,I00025,2.341308147341448
P0001024,substation,I00027,4.718784642366094
P0001024,fiber_node,I00030,5.094329868085941
P0001024,water_source,I00031,4.914593918675387
P0001024,highway_interchange,I00032,4.150802392430168
P0001024,data_center,I00034,31.183779436700018
P0001025,transmission_line,I00024,17.8530424857713
P0001025,substation,I00028,22.643426526969076
P0001025,fiber_node,I00029,19.577406938968394
P0001025,water_source,I00031,19.261250062093325
P0001025,highway_interchange,I00033,9.626442106383081
P0001025,data_center,I00034,22.779438590812482
P0001026,transmission_line,I00025,3.1958682666901677
P0001026,substation,I00027,7.849354092808796
P0001026,fiber_node,I00030,8.58852753123848
P0001026,water_source,I00031,2.6516826651413514
P0001026,highway_interchange,I00032,6.517723976010838
P0001026,data_center,I00034,32.32438114219199
P0001027,transmission_line,I00026,4.488420581838173
P0001027,substation,I00028,1.8990655134121373
P0001027,fiber_node,I00030,1.7536615229212662
P0001027,water_source,I00031,10.166780324786576
P0001027,highway_interchange,I00032,5.976615550737347
P0001027,data_center,I00034,28.977597282503215
P0001028,transmission_line,I00025,2.3027783982187184
P0001028,substation,I00027,4.86780932058822
P0001028,fiber_node,I00030,6.92994278055993
P0001028,water_source,I00031,3.9039330251229827
P0001028,highway_interchange,I00032,2.6524369999262567
P0001028,data_center,I00034,35.573309996979354
P0001029,transmission_line,I00024,11.138999007984811
P0001029,substation,I00028,15.581128740304836
P0001029,fiber_node,I00029,9.491331801725467
P0001029,water_source,I00031,17.745652035492462
P0001029,highway_interchange,I00033,4.64360737129514
P0001029,data_center,I00034,17.393271724309017
P0001030,transmission_line,I00024,13.005060590255013
P0001030,substation,I00028,11.147740712853116
P0001030,fiber_node,I00029,5.726641853873551
P0001030,water_source,I00031,16.0844792300193
P0001030,highway_interchange,I00033,5.8672351864477745
P0001030,data_center,I00034,19.352434335094824
P0001031,transmission_line,I00024,12.522981702503634
P0001031,substation,I00028,26.567919050460503
P0001031,fiber_node,I00029,19.30192126727753
P0001031,water_source,I00031,26.162858804212156
P0001031,highway_interchange,I00033,13.843468336155839
P0001031,data_center,I00034,15.856254117124514
P0001032,transmission_line,I00024,11.982743283338785
P0001032,substation,I00028,12.083535665588109
P0001032,fiber_node,I00029,0.838304339904995
P0001032,water_source,I00031,19.813736139599637
P0001032,highway_interchange,I00033,10.743977273005115
P0001032,data_center,I00034,17.810127315203495
P0001033,transmission_line,I00025,14.637972714285166
P0001033,substation,I00027,17.885598284011856
P0001033,fiber_node,I00030,17.144943458113122
P0001033,water_source,I00031,14.015271550959977
P0001033,highway_interchange,I00033,6.0524606144941995
P0001033,data_center,I00034,24.886427181468502
P0001034,transmission_line,I00025,19.21305269322627
P0001034,substation,I00027,23.030961969521652
P0001034,fiber_node,I00030,22.55776074722692
P0001034,water_source,I00031,17.879582608826443
P0001034,highway_interchange,I00033,11.697257234923873
P0001034,data_center,I00034,27.39947493388716
P0001035,transmission_line,I00024,8.420186519867743
P0001035,substation,I00028,15.287603827892745
P0001035,fiber_node,I00029,5.1278013613243125
P0001035,water_source,I00031,20.656619659386042
P0001035,highway_interchange,I00033,8.940110632495145
P0001035,data_center,I00034,14.721272819598145
P0001036,transmission_line,I00024,14.108904044076652
P0001036,substation,I00028,16.902791849007638
P0001036,fiber_node,I00029,13.161480131747812
P0001036,water_source,I00031,16.384220395223558
P0001036,highway_interchange,I00033,3.783658483302738
P0001036,data_center,I00034,20.03777105813819
P0001037,transmission_line,I00025,5.596504494357335
P0001037,substation,I00027,8.284496647769371
P0001037,fiber_node,I00030,7.816654118083858
P0001037,water_source,I00031,6.574340965893017
P0001037,highway_interchange,I00033,6.917510548958655
P0001037,data_center,I00034,28.386969434472352
P0001038,transmission_line,I00025,8.056250052592016
P0001038,substation,I00027,10.27111771494157
P0001038,fiber_node,I00030,12.654933784162617
P0001038,water_source,I00031,7.16493460129791
P0001038,highway_interchange,I00032,8.143314313735686
P0001038,data_center,I00034,41.5339252312315
P0001039,transmission_line,I00025,6.237861315259604
P0001039,substation,I00027,10.123478718269865
P0001039,fiber_node,I00030,10.12355363345013
P0001039,water_source,I00031,5.81442674916701
P0001039,highway_interchange,I00033,7.673117711871074
P0001039,data_center,I00034,29.6766395093408
P0001040,transmission_line,I00025,7.062489175771839
P0001040,substation,I00027,10.996100797880596
P0001040,fiber_node,I00030,13.010871813709336
P0001040,water_source,I00031,4.724846571588117
P0001040,highway_interchange,I00032,8.761946094395704
P0001040,data_center,I00034,39.66038128016124
P0001041,transmission_line,I00025,28.576676926254514
P0001041,substation,I00027,32.74500875123454
P0001041,fiber_node,I00029,32.18111429856726
P0001041,water_source,I00031,26.74829912962106
P0001041,highway_interchange,I00033,21.566749185487865
P0001041,data_center,I00034,32.974635252721704
P0001042,transmission_line,I00025,30.563736429369424
P0001042,substation,I00027,31.727498660319938
P0001042,fiber_node,I00030,34.20482478947208
P0001042,water_source,I00031,29.359525756423142
P0001042,highway_interchange,I00032,29.997053598244346
P0001042,data_center,I00034,64.0450666345713
P0001043,transmission_line,I00025,12.036983993108644
P0001043,substation,I00027,16.690114650341755
P0001043,fiber_node,I00030,17.05283943817724
P0001043,water_source,I00031,9.86908235899968
P0001043,highway_interchange,I00033,11.487307165347284
P0001043,data_center,I00034,32.45812658042414
P0001044,transmission_line,I00026,5.060614490933798
P0001044,substation,I00028,5.614216754455623
P0001044,fiber_node,I00030,6.344693831684487
P0001044,water_source,I00031,14.499119686829603
P0001044,highway_interchange,I00032,8.373809402119331
P0001044,data_center,I00034,34.29009950581524
P0001045,transmission_line,I00026,5.838396605665256
P0001045,substation,I00028,2.9199820524825837
P0001045,fiber_node,I00030,4.8489591814439486
P0001045,water_source,I00031,14.322162273050582
P0001045,highway_interchange,I00032,8.944013684888235
P0001045,data_center,I00034,29.707321795805665
P0001046,transmission_line,I00024,18.632310174607785
P0001046,substation,I00028,38.57902201809452
P0001046,fiber_node,I00029,29.34269723016051
P0001046,water_source,I00031,38.76024569443189
P0001046,highway_interchange,I00033,26.334611389316276
P0001046,data_center,I00034,17.208989738264673
P0001047,transmission_line,I00026,9.137426844741032
P0001047,substation,I00027,9.71336156822294
P0001047,fiber_node,I00030,11.867827985659135
P0001047,water_source,I00031,13.1738981011985
P0001047,highway_interchange,I00032,9.102087834363251
P0001047,data_center,I00034,42.57691409441087
P0001048,transmission_line,I00024,11.101978297435407
P0001048,substation,I00028,25.18578264904743
P0001048,fiber_node,I00029,17.646203361008478
P0001048,water_source,I00031,25.323785583482227
P0001048,highway_interchange,I00033,12.687095528138126
P0001048,data_center,I00034,14.884406676147211
P0001049,transmission_line,I00025,6.181074531512702
P0001049,substation,I00027,9.625020009605212
P0001049,fiber_node,I00030,11.764190434785176
P0001049,water_source,I00031,4.536571161393795
P0001049,highway_interchange,I00032,7.380670375810869
P0001049,data_center,I00034,39.36394983871713
P0001050,transmission_line,I00025,4.1441039465408505
P0001050,substation,I00027,8.679841236396522
P0001050,fiber_node,I00030,10.393645250409405
P0001050,water_source,I00031,1.5878943916371075
P0001050,highway_interchange,I00032,6.574596076018978
P0001050,data_center,I00034,36.545081907309694
P0001051,transmission_line,I00025,14.261218843443793
P0001051,substation,I00027,18.03635664993229
P0001051,fiber_node,I00030,20.161900355589612
P0001051,water_source,I00031,11.658871430155102
P0001051,highway_interchange,I00032,15.792682203730589
P0001051,data_center,I00034,46.02046453851228
P0001052,transmission_line,I00026,13.257815219934471
P0001052,substation,I00028,9.564547168491766
P0001052,fiber_node,I00029,3.839441681195174
P0001052,water_source,I00031,16.70905406465693
P0001052,highway_interchange,I00033,8.563867465826023
P0001052,data_center,I00034,20.196004202804776
P0001053,transmission_line,I00026,4.434876205511967
P0001053,substation,I00028,0.7233293467732502
P0001053,fiber_node,I00030,2.74512064914635
P0001053,water_source,I00031,12.194634901488989
P0001053,highway_interchange,I00032,7.119063394818675
P0001053,data_center,I00034,29.551750234183526
P0001054,transmission_line,I00024,13.622859083071667
P0001054,substation,I00028,16.245156007605186
P0001054,fiber_node,I00029,12.253560735425715
P0001054,water_source,I00031,16.297903371325436
